tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,13,105514,5,,Jeremy Jahn,R,180,GER,25.77,104523,,,Frederico Gil,R,178,POR,30.80,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,500,74,744,32
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,14,121411,,,Moez Chargui,R,,TUN,23.00,200164,,Q,Jonathan Gray,U,,GBR,18.76,3-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1055,10,1525,3
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,15,104473,,Q,Walter Trusendi,U,,ITA,31.02,125821,,,Miguel Semmler,R,,ESP,18.69,6-7(2) 6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,835,22,920,17
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,16,105436,2,,Markus Eriksson,R,,SWE,26.12,144787,,,Gabriel Petit,R,,FRA,20.39,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,470,85,984,13
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,17,105697,1,WC,Marco Bortolotti,R,,ITA,24.97,126119,,,Goran Markovic,R,,SRB,20.32,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,401,110,1259,6
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,18,109686,6,,Riccardo Bonadio,U,,ITA,22.50,105851,,,Florent Diep,U,,FRA,24.30,6-2 4-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,518,70,814,25
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,19,122058,,Q,Fabrizio Ornago,U,,ITA,23.72,105508,4,Q,Vasile Antonescu,R,,ROU,25.80,6-1 4-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,1694,2,495,77
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,20,125832,,,Jordan Ubiergo,U,,FRA,22.46,105860,8,,Tak Khunn Wang,R,,FRA,24.25,7-6(3) 6-0,3,R16,,,,,,,,,,,,,,,,,,,,789,27,648,46
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,21,105155,,WC,Pedro Sousa,R,180,POR,27.62,108705,7,WC,Anis Ghorbel,R,,TUN,26.72,6-0 4-1 RET,3,R16,,,,,,,,,,,,,,,,,,,,785,27,568,59
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,22,105650,3,Q,Marcus Willis,L,,GBR,25.26,126536,,,David Pichler,R,,AUT,19.89,6-4 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,477,83,934,16
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,23,105514,5,,Jeremy Jahn,R,180,GER,25.77,121411,,,Moez Chargui,R,,TUN,23.00,6-3 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,500,74,1055,10
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,24,105436,2,,Markus Eriksson,R,,SWE,26.12,104473,,Q,Walter Trusendi,U,,ITA,31.02,6-4 6-7(7) 6-0,3,R16,,,,,,,,,,,,,,,,,,,,470,85,835,22
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,25,105697,1,WC,Marco Bortolotti,R,,ITA,24.97,109686,6,,Riccardo Bonadio,U,,ITA,22.50,6-4 6-0,3,QF,,,,,,,,,,,,,,,,,,,,401,110,518,70
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,26,125832,,,Jordan Ubiergo,U,,FRA,22.46,122058,,Q,Fabrizio Ornago,U,,ITA,23.72,3-6 6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,789,27,1694,2
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,27,105155,,WC,Pedro Sousa,R,180,POR,27.62,105650,3,Q,Marcus Willis,L,,GBR,25.26,W/O,3,QF,,,,,,,,,,,,,,,,,,,,785,27,477,83
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,28,105514,5,,Jeremy Jahn,R,180,GER,25.77,105436,2,,Markus Eriksson,R,,SWE,26.12,6-3 6-1,3,QF,,,,,,,,,,,,,,,,,,,,500,74,470,85
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,29,125832,,,Jordan Ubiergo,U,,FRA,22.46,105697,1,WC,Marco Bortolotti,R,,ITA,24.97,6-4 6-2,3,SF,,,,,,,,,,,,,,,,,,,,789,27,401,110
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,30,105155,,WC,Pedro Sousa,R,180,POR,27.62,105514,5,,Jeremy Jahn,R,180,GER,25.77,6-4 6-2,3,SF,,,,,,,,,,,,,,,,,,,,785,27,500,74
2016-M-FU-TUN-01A-2016,Tunisia F1,Clay,,S,20160111,31,105155,,WC,Pedro Sousa,R,180,POR,27.62,125832,,,Jordan Ubiergo,U,,FRA,22.46,6-0 1-2 RET,3,F,,,,,,,,,,,,,,,,,,,,785,27,789,27
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,1,105493,1,,Tomislav Brkic,R,,BIH,25.84,134569,,Q,Nicolas Ferrando,U,,ARG,19.55,6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,,296,169,1896,1
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,2,134068,,,Vadym Ursu,R,,UKR,19.03,126199,,Q,Yvo Panak,R,,CZE,20.39,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1042,11,1694,2
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,3,123983,,,Nerman Fatic,U,,BIH,21.22,121584,,,Luca Pancaldi,R,,ITA,22.56,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,722,35,727,34
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,4,126646,7,,Tim Van Rijthoven,R,,NED,18.72,126169,,Q,Ilya Vasilyev,U,,RUS,19.55,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,588,55,2013,1
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,5,106114,,,Fedor Chervyakov,R,,RUS,22.99,105895,4,,Omar Giacalone,R,,ITA,24.00,6-3 7-6(6),3,R32,,,,,,,,,,,,,,,,,,,,817,24,449,93
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,6,125803,,Q,Daniel Windahl,R,,SWE,19.48,106416,,WC,Muhammet Haylaz,U,,TUR,20.21,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1176,7,1328,5
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,7,104187,,,Vadim Alekseenko,R,,UKR,32.65,105928,,,Luca Margaroli,R,,SUI,23.90,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,677,42,860,21
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,8,126340,5,,Viktor Durasovic,U,,NOR,18.81,106064,,Q,Lucas Renard,R,,SWE,23.28,5-7 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,468,85,1777,2
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,9,131888,,Q,Domagoj Biljesko,U,,CRO,18.54,105172,6,,Miliaan Niesten,U,,NED,27.54,7-5 4-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1553,3,501,74
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,10,134792,,SE,Jules Okala,U,,FRA,18.40,105551,,WC,Anil Yuksel,L,,TUR,25.65,7-6(3) 4-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1186,7,702,38
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,11,126739,,Q,Leny Mitjana,R,,FRA,21.45,124126,,,Sarp Agabigun,R,,TUR,18.58,6-3 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,1398,4,940,16
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,12,106243,3,,Mate Delic,R,,CRO,22.28,121695,,WC,Fatih Taha Erun,U,,TUR,21.52,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,440,97,1565,3
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,13,123795,8,,Altug Celikbilek,U,,TUR,19.34,200031,,,Lucas Catarina,R,,MON,19.38,3-6 6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,603,53,806,26
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,14,117354,,,Hannes Wagner,R,,GER,20.21,105796,,,Barkin Yalcinkale,U,,TUR,24.55,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,889,19,895,19
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,15,104186,,,Gleb Alekseenko,R,,UKR,32.65,132694,,Q,Kris Krawcewicz,U,,AUT,19.70,3-6 6-3 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,941,16,,
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,16,105421,2,,Michal Konecny,L,,CZE,26.25,109679,,WC,Efe Yurtacan,U,,TUR,21.03,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,334,139,1773,2
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,17,134068,,,Vadym Ursu,R,,UKR,19.03,105493,1,,Tomislav Brkic,R,,BIH,25.84,7-6(4) 6-1,3,R16,,,,,,,,,,,,,,,,,,,,1042,11,296,169
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,18,123983,,,Nerman Fatic,U,,BIH,21.22,126646,7,,Tim Van Rijthoven,R,,NED,18.72,6-7(4) 6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,722,35,588,55
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,19,125803,,Q,Daniel Windahl,R,,SWE,19.48,106114,,,Fedor Chervyakov,R,,RUS,22.99,6-0 7-5,3,R16,,,,,,,,,,,,,,,,,,,,1176,7,817,24
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,20,104187,,,Vadim Alekseenko,R,,UKR,32.65,126340,5,,Viktor Durasovic,U,,NOR,18.81,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,677,42,468,85
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,21,134792,,SE,Jules Okala,U,,FRA,18.40,131888,,Q,Domagoj Biljesko,U,,CRO,18.54,2-6 7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,1186,7,1553,3
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,22,106243,3,,Mate Delic,R,,CRO,22.28,126739,,Q,Leny Mitjana,R,,FRA,21.45,2-6 6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,440,97,1398,4
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,23,123795,8,,Altug Celikbilek,U,,TUR,19.34,117354,,,Hannes Wagner,R,,GER,20.21,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,603,53,889,19
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,24,105421,2,,Michal Konecny,L,,CZE,26.25,104186,,,Gleb Alekseenko,R,,UKR,32.65,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,334,139,941,16
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,25,134068,,,Vadym Ursu,R,,UKR,19.03,123983,,,Nerman Fatic,U,,BIH,21.22,6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,,1042,11,722,35
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,26,125803,,Q,Daniel Windahl,R,,SWE,19.48,104187,,,Vadim Alekseenko,R,,UKR,32.65,7-5 6-2,3,QF,,,,,,,,,,,,,,,,,,,,1176,7,677,42
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,27,106243,3,,Mate Delic,R,,CRO,22.28,134792,,SE,Jules Okala,U,,FRA,18.40,5-1 RET,3,QF,,,,,,,,,,,,,,,,,,,,440,97,1186,7
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,28,123795,8,,Altug Celikbilek,U,,TUR,19.34,105421,2,,Michal Konecny,L,,CZE,26.25,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,603,53,334,139
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,29,134068,,,Vadym Ursu,R,,UKR,19.03,125803,,Q,Daniel Windahl,R,,SWE,19.48,6-4 3-6 6-4,3,SF,,,,,,,,,,,,,,,,,,,,1042,11,1176,7
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,30,106243,3,,Mate Delic,R,,CRO,22.28,123795,8,,Altug Celikbilek,U,,TUR,19.34,6-2 6-3,3,SF,,,,,,,,,,,,,,,,,,,,440,97,603,53
2016-M-FU-TUR-02A-2016,Turkey F2,Hard,,S,20160111,31,134068,,,Vadym Ursu,R,,UKR,19.03,106243,3,,Mate Delic,R,,CRO,22.28,6-0 6-4,3,F,,,,,,,,,,,,,,,,,,,,1042,11,440,97
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,1,105336,1,,Nicolas Meister,U,,USA,26.66,200588,,WC,Riley Smith,U,,USA,18.60,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,301,165,,
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,2,110751,,,Sebastian Fanselow,U,,GER,24.03,127028,,WC,Tom Fawcett,U,,USA,20.23,3-6 6-0 7-5,3,R32,,,,,,,,,,,,,,,,,,,,529,65,1633,2
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,3,132482,,Q,Liam Caruana,U,,USA,17.97,108767,,WC,Gonzales Austin,L,,HAI,23.18,7-6(3) 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1637,2,761,30
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,4,105651,8,,Daniel Smethurst,U,,GBR,25.25,111514,,Q,Max De Vroome,R,,NED,21.61,6-3 6-7(10) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,446,94,1896,1
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,5,111581,,,Michael Mmoh,R,,USA,18.00,111578,4,,Stefan Kozlov,R,,USA,17.94,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,458,88,350,130
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,6,110636,,,Clay Thompson,R,,USA,23.69,200587,,Q,Brandon Holt,U,,USA,17.77,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,471,84,,
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,7,110549,,Q,Ryan Lipman,U,,USA,25.25,132437,,WC,Logan Smith,U,,USA,19.20,7-6(8) 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1784,1,1896,1
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,8,111586,5,,Deiton Baughman,U,,USA,19.72,111515,,Q,Thai Son Kwiatkowski,U,,USA,20.91,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,357,128,1666,2
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,9,105960,7,,Evan King,L,185,USA,23.80,105071,,,Jean Yves Aubone,R,180,USA,28.00,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,417,104,601,53
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,10,110750,,,Eric Johnson,R,,USA,22.90,126152,,,Ryan Shane,U,,USA,21.74,2-6 6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,524,67,730,33
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,11,106031,,,Raymond Sarmiento,R,,USA,23.47,126214,,Q,Alejandro Tabilo,L,,CAN,18.61,7-6(0) 6-1,3,R32,,,,,,,,,,,,,,,,,,,,745,32,1148,8
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,12,105281,3,,Eric Quigley,U,,USA,26.95,105447,,PR,Dennis Nevolo,R,,USA,26.05,6-1 7-6(6),3,R32,,,,,,,,,,,,,,,,,,,,313,158,621,49
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,13,124014,6,,Ernesto Escobedo,R,,USA,19.52,110749,,,Joe Salisbury,U,,GBR,23.73,7-6(4) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,397,111,646,46
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,14,111579,,Q,Henrik Wiersholm,R,,USA,18.79,133690,,Q,Farzin Danny Amiri,U,,USA,20.19,0-6 6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,896,18,1551,3
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,15,105100,,,Edward Corrie,U,,GBR,27.89,111765,,,Evan Song,U,,USA,23.59,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,457,89,552,61
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,16,105870,,,Yannick Hanfmann,U,,GER,24.16,105229,2,,Philip Bester,R,188,CAN,27.26,6-4 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,660,43,302,164
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,17,110751,,,Sebastian Fanselow,U,,GER,24.03,105336,1,,Nicolas Meister,U,,USA,26.66,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,529,65,301,165
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,18,105651,8,,Daniel Smethurst,U,,GBR,25.25,132482,,Q,Liam Caruana,U,,USA,17.97,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,446,94,1637,2
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,19,111581,,,Michael Mmoh,R,,USA,18.00,110636,,,Clay Thompson,R,,USA,23.69,7-5 6-2,3,R16,,,,,,,,,,,,,,,,,,,,458,88,471,84
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,20,105960,7,,Evan King,L,185,USA,23.80,110750,,,Eric Johnson,R,,USA,22.90,6-1 3-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,417,104,524,67
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,21,105281,3,,Eric Quigley,U,,USA,26.95,106031,,,Raymond Sarmiento,R,,USA,23.47,6-4 4-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,313,158,745,32
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,22,124014,6,,Ernesto Escobedo,R,,USA,19.52,111579,,Q,Henrik Wiersholm,R,,USA,18.79,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,397,111,896,18
2016-M-FU-USA-02A-2016,USA F2,Hard,,S,20160111,23,105870,,,Yannick Hanfmann,U,,GER,24.16,105100,,,Edward Corrie,U,,GBR,27.89,3-6 6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,660,43,457,89
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,1,126205,1,WC,Tommy Paul,R,,USA,18.65,105954,,,Peter Nagy,U,,HUN,23.82,6-7(5) 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,277,187,680,41
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,2,120922,,,Maciej Rajski,U,,POL,24.69,104933,,,Denis Bejtulahi,R,,SRB,28.61,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,631,48,832,23
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,3,125854,,,Jaume Pla Malfeito,U,,ESP,20.61,144804,,Q,Zack Mccourt,R,,USA,23.06,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,669,43,,
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,4,122645,,,Demian Raab,U,,GER,22.48,111582,8,WC,Jared Hiltzik,U,,USA,21.51,7-6(8) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1017,12,624,49
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,5,121817,,Q,Juan Manuel Benitez Chavarriaga,U,,COL,20.30,105111,3,,Ivan Endara,U,,ECU,27.85,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,389,113
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,6,106165,,Q,Diego Hidalgo,U,,ECU,22.73,133430,,Q,Denis Shapovalov,L,,CAN,16.74,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1784,1,1131,8
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,7,100415,,,Michael Grant,R,178,USA,59.94,105823,,,Masato Shiga,U,,JPN,24.43,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,873,20,782,28
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,8,111792,7,,Young Seok Kim,L,,KOR,20.67,134131,,WC,Michael Lippens,R,,USA,23.16,3-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,551,61,,
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,9,111187,6,,Kaichi Uchida,R,,JPN,21.39,126715,,Q,Fernando Yamacita,U,,BRA,18.28,7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,,528,66,,
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,10,133291,,,Ryota Tanuma,U,,JPN,20.30,111752,,,Raleigh Smith,U,,USA,24.24,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,877,20,1070,10
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,11,132052,,WC,Christian Langmo,U,,USA,19.61,125841,,Q,Alexandru Gozun,R,,USA,20.03,5-7 6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,12,105273,,,Mauricio Echazu,R,,PER,26.97,105530,4,,Henrique Cunha,L,,BRA,25.70,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,640,47,402,109
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,13,110539,5,,Wil Spencer,U,,USA,26.34,104765,,,Damon Gooch,R,,RSA,29.50,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,521,68,870,20
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,14,132041,,Q,Alfredo Perez,U,,USA,18.64,110565,,Q,Junior Ore,U,,USA,23.34,7-5 4-6 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,,,1289,5
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,15,106035,,,Isak Arvidsson,R,,SWE,23.43,104612,,PR,Daniel Yoo,L,,KOR,30.29,6-3 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,681,41,1273,5
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,16,111427,2,,Adrien Puget,R,,FRA,24.86,133450,,,David Volfson,R,,CAN,18.32,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,370,120,1080,10
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,17,126205,1,WC,Tommy Paul,R,,USA,18.65,120922,,,Maciej Rajski,U,,POL,24.69,7-6(5) 6-4,3,R16,,,,,,,,,,,,,,,,,,,,277,187,631,48
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,18,125854,,,Jaume Pla Malfeito,U,,ESP,20.61,122645,,,Demian Raab,U,,GER,22.48,4-6 6-0 7-5,3,R16,,,,,,,,,,,,,,,,,,,,669,43,1017,12
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,19,106165,,Q,Diego Hidalgo,U,,ECU,22.73,121817,,Q,Juan Manuel Benitez Chavarriaga,U,,COL,20.30,7-6(1) 3-2 RET,3,R16,,,,,,,,,,,,,,,,,,,,1784,1,,
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,20,111792,7,,Young Seok Kim,L,,KOR,20.67,100415,,,Michael Grant,R,178,USA,59.94,6-7(5) 6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,551,61,873,20
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,21,111187,6,,Kaichi Uchida,R,,JPN,21.39,133291,,,Ryota Tanuma,U,,JPN,20.30,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,528,66,877,20
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,22,105273,,,Mauricio Echazu,R,,PER,26.97,132052,,WC,Christian Langmo,U,,USA,19.61,7-6(8) 6-1,3,R16,,,,,,,,,,,,,,,,,,,,640,47,,
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,23,132041,,Q,Alfredo Perez,U,,USA,18.64,110539,5,,Wil Spencer,U,,USA,26.34,6-7(4) 7-6(3) 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,521,68
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,24,111427,2,,Adrien Puget,R,,FRA,24.86,106035,,,Isak Arvidsson,R,,SWE,23.43,6-1 2-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,370,120,681,41
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,25,126205,1,WC,Tommy Paul,R,,USA,18.65,125854,,,Jaume Pla Malfeito,U,,ESP,20.61,6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,,277,187,669,43
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,26,111792,7,,Young Seok Kim,L,,KOR,20.67,106165,,Q,Diego Hidalgo,U,,ECU,22.73,7-5 4-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,,551,61,1784,1
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,27,111187,6,,Kaichi Uchida,R,,JPN,21.39,105273,,,Mauricio Echazu,R,,PER,26.97,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,528,66,640,47
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,28,111427,2,,Adrien Puget,R,,FRA,24.86,132041,,Q,Alfredo Perez,U,,USA,18.64,7-5 6-3,3,QF,,,,,,,,,,,,,,,,,,,,370,120,,
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,29,126205,1,WC,Tommy Paul,R,,USA,18.65,111792,7,,Young Seok Kim,L,,KOR,20.67,6-1 6-3,3,SF,,,,,,,,,,,,,,,,,,,,277,187,551,61
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,30,111427,2,,Adrien Puget,R,,FRA,24.86,111187,6,,Kaichi Uchida,R,,JPN,21.39,6-0 6-1,3,SF,,,,,,,,,,,,,,,,,,,,370,120,528,66
2016-M-FU-USA-03A-2016,USA F3,Clay,,S,20160111,31,126205,1,WC,Tommy Paul,R,,USA,18.65,111427,2,,Adrien Puget,R,,FRA,24.86,7-6(4) 6-0,3,F,,,,,,,,,,,,,,,,,,,,277,187,370,120
