tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,1,111794,1,,Kamil Majchrzak,R,,POL,20.34,122321,,,Marat Deviatiarov,R,,UKR,22.08,6-4 4-1 RET,3,R32,,,,,,,,,,,,,,,,,,,,302,161,693,38
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,2,200125,,Q,Mykyta Mashtakov,U,,UKR,17.16,104186,,,Gleb Alekseenko,R,,UKR,32.99,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1850,1,963,15
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,3,108748,,,Lukas Mugevicius,R,,LTU,21.44,131989,,Q,Oleksander Kyrychenko,U,,UKR,21.25,7-5 4-6 6-0,3,R32,,,,,,,,,,,,,,,,,,,,774,28,,
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,4,106155,,,Denys Mylokostov,L,,UKR,23.11,104187,8,,Vadim Alekseenko,R,,UKR,32.99,7-6(1) 1-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,844,21,648,43
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,5,104901,3,,Vladimir Ivanov,R,,EST,29.10,144678,,,Vasko Mladenov,U,,BUL,26.80,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,460,83,657,42
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,6,138069,,Q,Alexander Lebedyn,U,,UKR,20.06,122394,,,Federico Maccari,R,,ITA,22.27,6-4 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,1342,4,912,17
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,7,144638,,,Dmytro Badanov,U,,UKR,28.32,132776,,WC,Bogdan Didenko,U,,UKR,18.88,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,699,38,,
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,8,134472,7,,Antoine Bellier,U,,SUI,19.58,105739,,,Stanislav Poplavskyy,R,,UKR,25.12,6-3 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,582,53,837,21
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,9,105130,6,,Vladimir Uzhylovsky,R,183,UKR,28.14,200594,,WC,Kristian Lozan,U,,RUS,17.56,1-6 6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,543,60,,
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,10,126617,,,Artur Dubinski,U,,BLR,20.14,200444,,WC,Igor Karpovets,U,,UKR,17.20,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,742,30,,
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,11,123851,,,Davide Galoppini,R,,ITA,21.56,144716,,SE,Oleg Prihodko,R,,UKR,18.62,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1001,13,1610,2
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,12,105695,,,Sander Gille,R,,BEL,25.33,106383,,LL,Yuriy Kryvoy,R,,UKR,21.30,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,783,27,1607,2
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,13,111512,5,,Johan Sebastien Tatlot,U,,FRA,20.14,131986,,Q,Oleksandr Varichenko,U,,UKR,30.54,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,546,60,,
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,14,125793,,WC,Vitalii Shcherba,U,,UKR,19.15,144679,,Q,Daniil Zarichanskyy,L,,UKR,18.37,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1300,5,1305,5
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,15,129811,,Q,Oleg Khotkov,U,,UKR,26.18,131984,,Q,Evgeniy Akhmadeev,L,,UKR,22.17,6-3 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1154,8,,
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,16,106169,2,,Vladyslav Manafov,U,,UKR,23.07,132709,,Q,Pavel Korenets,U,,BLR,19.07,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,423,99,,
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,17,111794,1,,Kamil Majchrzak,R,,POL,20.34,200125,,Q,Mykyta Mashtakov,U,,UKR,17.16,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,302,161,1850,1
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,18,106155,,,Denys Mylokostov,L,,UKR,23.11,108748,,,Lukas Mugevicius,R,,LTU,21.44,7-5 3-2 RET,3,R16,,,,,,,,,,,,,,,,,,,,844,21,774,28
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,19,104901,3,,Vladimir Ivanov,R,,EST,29.10,138069,,Q,Alexander Lebedyn,U,,UKR,20.06,3-6 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,460,83,1342,4
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,20,134472,7,,Antoine Bellier,U,,SUI,19.58,144638,,,Dmytro Badanov,U,,UKR,28.32,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,582,53,699,38
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,21,105130,6,,Vladimir Uzhylovsky,R,183,UKR,28.14,126617,,,Artur Dubinski,U,,BLR,20.14,4-6 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,543,60,742,30
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,22,123851,,,Davide Galoppini,R,,ITA,21.56,105695,,,Sander Gille,R,,BEL,25.33,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,1001,13,783,27
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,23,111512,5,,Johan Sebastien Tatlot,U,,FRA,20.14,125793,,WC,Vitalii Shcherba,U,,UKR,19.15,7-6(6) 6-1,3,R16,,,,,,,,,,,,,,,,,,,,546,60,1300,5
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,24,106169,2,,Vladyslav Manafov,U,,UKR,23.07,129811,,Q,Oleg Khotkov,U,,UKR,26.18,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,423,99,1154,8
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,25,111794,1,,Kamil Majchrzak,R,,POL,20.34,106155,,,Denys Mylokostov,L,,UKR,23.11,6-1 6-1,3,QF,,,,,,,,,,,,,,,,,,,,302,161,844,21
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,26,134472,7,,Antoine Bellier,U,,SUI,19.58,104901,3,,Vladimir Ivanov,R,,EST,29.10,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,582,53,460,83
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,27,105130,6,,Vladimir Uzhylovsky,R,183,UKR,28.14,123851,,,Davide Galoppini,R,,ITA,21.56,6-2 7-5,3,QF,,,,,,,,,,,,,,,,,,,,543,60,1001,13
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,28,106169,2,,Vladyslav Manafov,U,,UKR,23.07,111512,5,,Johan Sebastien Tatlot,U,,FRA,20.14,7-5 7-5,3,QF,,,,,,,,,,,,,,,,,,,,423,99,546,60
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,29,111794,1,,Kamil Majchrzak,R,,POL,20.34,134472,7,,Antoine Bellier,U,,SUI,19.58,6-3 6-2,3,SF,,,,,,,,,,,,,,,,,,,,302,161,582,53
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,30,106169,2,,Vladyslav Manafov,U,,UKR,23.07,105130,6,,Vladimir Uzhylovsky,R,183,UKR,28.14,6-4 3-6 6-4,3,SF,,,,,,,,,,,,,,,,,,,,423,99,543,60
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,,S,20160516,31,111794,1,,Kamil Majchrzak,R,,POL,20.34,106169,2,,Vladyslav Manafov,U,,UKR,23.07,6-2 6-4,3,F,,,,,,,,,,,,,,,,,,,,302,161,423,99
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,1,106110,1,,Filip Horansky,R,,SVK,23.37,200087,,Q,Mohamed Amine Aissa Khelifa,R,,ALG,18.49,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,338,141,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,2,118215,,,Mohamed Hassan,U,,EGY,37.85,121788,,,Agustin Moyano,R,,ARG,25.54,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1671,2,1511,3
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,3,144756,,,Jordan Correia Passos Do Carmo,U,,BRA,18.88,127097,,Q,Leandro Serrano Sanz,U,,ESP,21.99,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1443,3,1748,1
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,4,106355,6,,Jonathan Kanar,U,,FRA,21.68,124085,,,Taha Tifnouti,L,,MAR,21.62,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,738,31,1518,3
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,5,123920,3,,Gregoire Jacq,U,,FRA,23.53,105467,,,Jordi Munoz Abreu,U,,VEN,26.35,2-6 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,507,68,1238,6
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,6,127925,,Q,Amine Chadli,U,,MAR,22.90,127088,,,Sasha Merzetti,U,,ITA,19.23,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,1183,7
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,7,123929,,Q,Luca Gelhardt,U,,GER,21.40,105537,,WC,Mohamed Amine Kerroum,U,,ALG,26.05,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,8,122312,8,,Aaron Cortes Alcaraz,U,,ESP,21.56,200374,,,Nicolas Alvarez Varona,U,,ESP,15.01,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1050,11,1974,1
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,9,105498,5,,Rafael Camilo,U,,BRA,26.20,122445,,,Gokberk Ergeneman,U,,TUR,20.73,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,735,31,1400,4
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,10,132361,,Q,Alessandro Cortegiani,R,,ITA,20.35,124141,,,Franco Feitt,R,,ARG,23.72,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,1250,6
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,11,124099,,WC,Mohamed Nazim Makhlouf,R,,ALG,19.69,200089,,WC,Youcef Ghezal,R,,ALG,21.83,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,12,106408,4,,Mario Vilella Martinez,U,,ESP,20.89,102033,,,Abdelhak Hameurlaine,R,,ALG,44.18,6-0 6-7(5) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,595,50,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,13,126512,7,,Fabien Reboul,U,,FRA,20.70,138982,,LL,Aymen Ikhlef,U,,ALG,18.70,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,731,32,1974,1
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,14,111796,,Q,Eduardo Russi,R,,BRA,21.28,122419,,Q,Hichem Yasri,U,,ALG,26.18,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,15,106027,,,Giacomo Miccini,R,,ITA,23.88,104725,,WC,Ahmed Ouadane,U,,ALG,30.07,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1151,8,1748,1
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,16,120775,2,,Sadio Doumbia,U,,FRA,25.69,120938,,,Bogdan Djurdjevic,U,,GER,29.78,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,356,128,2207,1
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,17,106110,1,,Filip Horansky,R,,SVK,23.37,118215,,,Mohamed Hassan,U,,EGY,37.85,6-2 6-0,3,R16,,,,,,,,,,,,,,,,,,,,338,141,1671,2
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,18,106355,6,,Jonathan Kanar,U,,FRA,21.68,144756,,,Jordan Correia Passos Do Carmo,U,,BRA,18.88,7-5 4-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,738,31,1443,3
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,19,123920,3,,Gregoire Jacq,U,,FRA,23.53,127925,,Q,Amine Chadli,U,,MAR,22.90,6-0 6-4,3,R16,,,,,,,,,,,,,,,,,,,,507,68,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,20,122312,8,,Aaron Cortes Alcaraz,U,,ESP,21.56,123929,,Q,Luca Gelhardt,U,,GER,21.40,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,1050,11,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,21,105498,5,,Rafael Camilo,U,,BRA,26.20,132361,,Q,Alessandro Cortegiani,R,,ITA,20.35,7-5 6-2,3,R16,,,,,,,,,,,,,,,,,,,,735,31,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,22,106408,4,,Mario Vilella Martinez,U,,ESP,20.89,124099,,WC,Mohamed Nazim Makhlouf,R,,ALG,19.69,6-1 6-0,3,R16,,,,,,,,,,,,,,,,,,,,595,50,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,23,126512,7,,Fabien Reboul,U,,FRA,20.70,111796,,Q,Eduardo Russi,R,,BRA,21.28,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,731,32,,
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,24,120775,2,,Sadio Doumbia,U,,FRA,25.69,106027,,,Giacomo Miccini,R,,ITA,23.88,6-1 7-6(0),3,R16,,,,,,,,,,,,,,,,,,,,356,128,1151,8
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,25,106110,1,,Filip Horansky,R,,SVK,23.37,106355,6,,Jonathan Kanar,U,,FRA,21.68,6-1 6-3,3,QF,,,,,,,,,,,,,,,,,,,,338,141,738,31
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,26,123920,3,,Gregoire Jacq,U,,FRA,23.53,122312,8,,Aaron Cortes Alcaraz,U,,ESP,21.56,6-1 6-0,3,QF,,,,,,,,,,,,,,,,,,,,507,68,1050,11
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,27,106408,4,,Mario Vilella Martinez,U,,ESP,20.89,105498,5,,Rafael Camilo,U,,BRA,26.20,6-3 6-0,3,QF,,,,,,,,,,,,,,,,,,,,595,50,735,31
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,28,120775,2,,Sadio Doumbia,U,,FRA,25.69,126512,7,,Fabien Reboul,U,,FRA,20.70,6-1 1-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,356,128,731,32
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,29,106110,1,,Filip Horansky,R,,SVK,23.37,123920,3,,Gregoire Jacq,U,,FRA,23.53,6-2 7-6(4),3,SF,,,,,,,,,,,,,,,,,,,,338,141,507,68
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,30,120775,2,,Sadio Doumbia,U,,FRA,25.69,106408,4,,Mario Vilella Martinez,U,,ESP,20.89,6-2 1-6 6-1,3,SF,,,,,,,,,,,,,,,,,,,,356,128,595,50
2016-M-FU-ALG-03A-2016,Algeria F3,Clay,,S,20160523,31,120775,2,,Sadio Doumbia,U,,FRA,25.69,106110,1,,Filip Horansky,R,,SVK,23.37,6-2 6-4,3,F,,,,,,,,,,,,,,,,,,,,356,128,338,141
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,1,105338,1,,Maximiliano Estevez,L,,ARG,27.01,105880,,Q,Filipe Brandao,U,,BRA,24.44,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,283,182,1186,7
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,2,127108,,Q,Igor Ribeiro Marcondes,U,,BRA,18.93,106352,,,Matias Franco Descotte,R,,ARG,21.73,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1270,5,857,20
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,3,104744,,PR,Gaston Arturo Grimolizzi,U,,ARG,29.97,127305,,Q,Santiago Villarruel,U,,ARG,19.43,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1434,3,1367,4
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,4,105948,6,,Federico Coria,R,,ARG,24.21,144973,,WC,Santiago Fa Rodriguez Taverna,R,,ARG,16.85,6-3 1-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,392,115,867,19
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,5,106380,,,Gonzalo Villanueva,R,,ARG,21.36,106057,3,,Facundo Mena,R,,ARG,23.67,6-2 2-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,753,29,343,136
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,6,133472,,WC,Fermin Peralta Martinez,U,,ARG,21.26,126663,,Q,Juan Pablo Ficovich,R,,ARG,19.33,4-6 6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,1042,11
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,7,122574,,,Eduardo Agustin Torre,L,,ARG,21.60,121957,,,Gustavo Vellbach,U,,ARG,23.66,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,893,18,856,20
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,8,105820,8,,Juan Carlos Saez,R,,CHI,24.80,105288,,,Guillermo Rivera Aranguiz,R,,CHI,27.30,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,410,108,513,67
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,9,105180,,,Daniel Dutra Da Silva,L,175,BRA,27.88,105674,5,,Carlos Eduardo Severino,U,,BRA,25.46,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,463,82,359,127
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,10,105607,,,Gabriel Alejandro Hidalgo,R,,ARG,25.80,121771,,WC,Brian Orradre,L,,ARG,24.25,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,721,33,1218,6
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,11,122425,,Q,Rafael Matos,U,,BRA,20.38,122571,,,Franco Emanuel Egea,U,,ARG,20.39,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,,2207,1,794,26
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,12,106292,4,,Hernan Casanova,U,,ARG,22.29,104903,,,Andre Miele,R,,BRA,29.11,6-4 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,349,132,688,38
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,13,105911,7,,Andrea Collarini,L,,ARG,24.31,202103,,Q,Francisco Cerundolo,U,,ARG,17.78,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,405,109,,
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,14,200116,,WC,Camilo Ugo Carabelli,R,,ARG,16.93,202104,,Q,Sebastian Baez,R,,ARG,15.40,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,1748,1,,
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,15,126183,,,Mariano Kestelboim,R,,ARG,20.29,106095,,,Alexandre Tsuchiya,U,,BRA,23.46,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,591,51,649,42
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,16,111508,2,,Juan Ignacio Galarza,R,,ARG,22.18,121604,,Q,Luciano Doria,U,,ARG,23.32,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,339,140,1234,6
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,17,127108,,Q,Igor Ribeiro Marcondes,U,,BRA,18.93,105338,1,,Maximiliano Estevez,L,,ARG,27.01,6-2 7-5,3,R16,,,,,,,,,,,,,,,,,,,,1270,5,283,182
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,18,105948,6,,Federico Coria,R,,ARG,24.21,104744,,PR,Gaston Arturo Grimolizzi,U,,ARG,29.97,1-1 RET,3,R16,,,,,,,,,,,,,,,,,,,,392,115,1434,3
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,19,106380,,,Gonzalo Villanueva,R,,ARG,21.36,133472,,WC,Fermin Peralta Martinez,U,,ARG,21.26,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,753,29,,
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,20,105820,8,,Juan Carlos Saez,R,,CHI,24.80,122574,,,Eduardo Agustin Torre,L,,ARG,21.60,6-7(3) 6-2 7-6(1),3,R16,,,,,,,,,,,,,,,,,,,,410,108,893,18
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,21,105180,,,Daniel Dutra Da Silva,L,175,BRA,27.88,105607,,,Gabriel Alejandro Hidalgo,R,,ARG,25.80,6-3 6-0,3,R16,,,,,,,,,,,,,,,,,,,,463,82,721,33
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,22,106292,4,,Hernan Casanova,U,,ARG,22.29,122425,,Q,Rafael Matos,U,,BRA,20.38,6-0 7-6(3),3,R16,,,,,,,,,,,,,,,,,,,,349,132,2207,1
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,23,105911,7,,Andrea Collarini,L,,ARG,24.31,200116,,WC,Camilo Ugo Carabelli,R,,ARG,16.93,6-2 6-0,3,R16,,,,,,,,,,,,,,,,,,,,405,109,1748,1
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,24,111508,2,,Juan Ignacio Galarza,R,,ARG,22.18,126183,,,Mariano Kestelboim,R,,ARG,20.29,6-1 1-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,339,140,591,51
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,25,105948,6,,Federico Coria,R,,ARG,24.21,127108,,Q,Igor Ribeiro Marcondes,U,,BRA,18.93,6-1 6-0,3,QF,,,,,,,,,,,,,,,,,,,,392,115,1270,5
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,26,106380,,,Gonzalo Villanueva,R,,ARG,21.36,105820,8,,Juan Carlos Saez,R,,CHI,24.80,6-2 1-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,753,29,410,108
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,27,105180,,,Daniel Dutra Da Silva,L,175,BRA,27.88,106292,4,,Hernan Casanova,U,,ARG,22.29,6-4 6-3,3,QF,,,,,,,,,,,,,,,,,,,,463,82,349,132
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,28,105911,7,,Andrea Collarini,L,,ARG,24.31,111508,2,,Juan Ignacio Galarza,R,,ARG,22.18,6-3 2-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,405,109,339,140
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,29,106380,,,Gonzalo Villanueva,R,,ARG,21.36,105948,6,,Federico Coria,R,,ARG,24.21,6-2 1-6 6-1,3,SF,,,,,,,,,,,,,,,,,,,,753,29,392,115
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,30,105180,,,Daniel Dutra Da Silva,L,175,BRA,27.88,105911,7,,Andrea Collarini,L,,ARG,24.31,W/O,3,SF,,,,,,,,,,,,,,,,,,,,463,82,405,109
2016-M-FU-ARG-08A-2016,Argentina F8,Clay,,S,20160523,31,105180,,,Daniel Dutra Da Silva,L,175,BRA,27.88,106380,,,Gonzalo Villanueva,R,,ARG,21.36,4-6 6-2 6-3,3,F,,,,,,,,,,,,,,,,,,,,463,82,753,29
2016-M-FU-BIH-03A-2016,Bosnia &amp; Herzegovina F3,Clay,,S,20160523,1,105872,1,,Christian Lindell,R,,SWE,24.51,200196,,Q,Rajko Mladenovic,U,,SRB,30.58,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,268,194,,
2016-M-FU-BIH-03A-2016,Bosnia &amp; Herzegovina F3,Clay,,S,20160523,2,106066,,,Victor Baluda,R,,RUS,23.64,126723,,Q,Denys Klok,U,,UKR,17.99,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,665,40,1748,1
2016-M-FU-BIH-03A-2016,Bosnia &amp; Herzegovina F3,Clay,,S,20160523,3,110618,,,Elmar Ejupovic,R,,BIH,23.30,111450,,,Pietro Licciardi,L,,ITA,22.02,5-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,748,30,689,38
2016-M-FU-BIH-03A-2016,Bosnia &amp; Herzegovina F3,Clay,,S,20160523,4,106243,5,,Mate Delic,R,,CRO,22.65,123983,,,Nerman Fatic,U,,BIH,21.58,7-6(5) 7-6(1),3,R32,,,,,,,,,,,,,,,,,,,,497,71,655,42
2016-M-FU-BIH-03A-2016,Bosnia &amp; Herzegovina F3,Clay,,S,20160523,5,106420,3,,Gianluigi Quinzi,L,,ITA,20.31,126120,,,Nino Serdarusic,U,,CRO,19.44,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,436,94,600,50
2016-M-FU-BIH-03A-2016,Bosnia &amp; Herzegovina F3,Clay,,S,20160523,6,124089,,,Theo Fournerie,R,,FRA,19.21,126692,,Q,Daniel Czepielewski,R,,GER,20.09,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,720,33,,
2016-M-FU-BIH-03A-2016,Bosnia &amp; Herzegovina F3,Clay,,S,20160523,7,138431,,WC,Darko Bojanovic,U,,BIH,19.29,200155,,WC,Matteo Herrmann Zunic,U,,GER,17.40,7-5 6-7(2) 7-5,3,R32,,,,,,,,,,,,,,,,,,,,1606,2,,
